elapsed (s);x-axis (g);y-axis (g);z-axis (g)
152.860;-0.093;-0.997;0.275
152.870;-0.090;-0.995;0.278
152.880;-0.084;-0.993;0.283
152.890;-0.078;-1.002;0.284
152.900;-0.081;-1.009;0.285
152.910;-0.078;-1.010;0.282
152.920;-0.079;-1.009;0.284
152.930;-0.076;-1.008;0.288
152.940;-0.078;-1.009;0.292
152.950;-0.083;-1.008;0.295
152.960;-0.088;-1.000;0.294
152.970;-0.090;-0.997;0.293
152.980;-0.089;-0.998;0.296
152.990;-0.091;-0.998;0.295
153.000;-0.090;-0.999;0.296
153.010;-0.083;-1.007;0.297
153.020;-0.077;-1.017;0.299
153.030;-0.074;-1.021;0.305
153.040;-0.080;-1.014;0.309
153.050;-0.084;-0.998;0.307
153.060;-0.091;-0.988;0.304
153.070;-0.096;-0.985;0.301
153.080;-0.101;-0.995;0.305
153.090;-0.099;-1.001;0.306
153.100;-0.090;-1.005;0.309
153.110;-0.083;-1.006;0.314
153.120;-0.079;-1.006;0.315
153.130;-0.078;-1.007;0.311
153.140;-0.079;-1.004;0.311
153.150;-0.079;-1.004;0.312
153.160;-0.078;-1.007;0.310
153.170;-0.075;-1.016;0.314
153.180;-0.073;-1.024;0.317
153.190;-0.081;-1.025;0.313
153.200;-0.085;-1.014;0.307
153.210;-0.085;-1.009;0.306
153.220;-0.091;-1.004;0.302
153.230;-0.092;-0.999;0.304
153.240;-0.088;-0.999;0.302
153.250;-0.085;-1.004;0.302
153.260;-0.084;-1.010;0.303
153.270;-0.085;-1.007;0.307
153.280;-0.086;-1.000;0.305
153.290;-0.090;-0.991;0.301
153.300;-0.087;-0.988;0.299
153.310;-0.085;-0.995;0.301
153.320;-0.089;-1.003;0.297
153.330;-0.091;-1.010;0.292
153.340;-0.090;-1.014;0.299
153.350;-0.079;-1.021;0.307
153.360;-0.072;-1.027;0.310
153.370;-0.072;-1.029;0.307
153.380;-0.074;-1.028;0.311
153.390;-0.079;-1.018;0.307
153.400;-0.082;-1.006;0.305
153.410;-0.083;-1.004;0.300
153.420;-0.083;-1.000;0.303
153.430;-0.082;-1.000;0.303
153.440;-0.083;-1.007;0.307
153.450;-0.080;-1.007;0.313
153.460;-0.080;-1.001;0.310
153.470;-0.084;-0.997;0.314
153.480;-0.098;-0.993;0.310
153.490;-0.102;-0.993;0.306
153.500;-0.105;-0.999;0.297
153.510;-0.104;-1.006;0.294
153.520;-0.097;-1.009;0.300
153.530;-0.085;-1.011;0.304
153.540;-0.078;-1.018;0.302
153.550;-0.078;-1.021;0.305
153.560;-0.088;-1.021;0.307
153.570;-0.096;-1.013;0.303
153.580;-0.099;-1.004;0.304
153.590;-0.100;-0.992;0.303
153.600;-0.097;-0.988;0.303
153.610;-0.089;-0.988;0.308
153.620;-0.086;-0.992;0.309
153.630;-0.088;-1.002;0.309
153.640;-0.088;-1.014;0.309
153.650;-0.092;-1.019;0.310
153.660;-0.101;-1.015;0.303
153.670;-0.105;-1.009;0.296
153.680;-0.106;-1.003;0.293
153.690;-0.098;-1.002;0.291
153.700;-0.093;-1.002;0.288
153.710;-0.094;-1.000;0.284
153.720;-0.093;-0.999;0.284
153.730;-0.091;-0.995;0.292
153.740;-0.095;-0.992;0.292
153.750;-0.095;-0.999;0.285
153.760;-0.098;-1.008;0.286
153.770;-0.101;-1.008;0.286
153.780;-0.102;-1.006;0.281
153.790;-0.095;-1.006;0.277
153.800;-0.087;-1.008;0.278
153.810;-0.081;-1.010;0.278
153.820;-0.080;-1.010;0.279
153.830;-0.075;-1.008;0.281
153.840;-0.074;-1.007;0.288
153.850;-0.073;-1.007;0.292
153.860;-0.081;-1.011;0.290
153.870;-0.091;-1.012;0.290
153.880;-0.101;-1.007;0.296
153.890;-0.107;-0.996;0.298
153.900;-0.108;-0.987;0.306
153.910;-0.112;-0.990;0.323
153.920;-0.113;-1.017;0.333
153.930;-0.115;-1.049;0.331
153.940;-0.113;-1.067;0.316
153.950;-0.095;-1.066;0.319
153.960;-0.085;-1.041;0.328
153.970;-0.090;-1.007;0.316
153.980;-0.092;-1.004;0.314
153.990;-0.088;-1.009;0.317
154.000;-0.081;-1.002;0.319
154.010;-0.074;-0.991;0.317
154.020;-0.080;-0.985;0.317
154.030;-0.094;-0.981;0.307
154.040;-0.119;-0.974;0.293
154.050;-0.134;-0.973;0.288
154.060;-0.138;-0.980;0.291
154.070;-0.122;-0.988;0.290
154.080;-0.096;-0.998;0.295
154.090;-0.080;-1.016;0.294
154.100;-0.073;-1.020;0.292
154.110;-0.073;-1.013;0.292
154.120;-0.076;-1.006;0.295
154.130;-0.075;-1.012;0.296
154.140;-0.081;-1.020;0.295
154.150;-0.097;-1.020;0.297
154.160;-0.104;-1.013;0.298
154.170;-0.100;-1.008;0.304
154.180;-0.096;-1.008;0.303
154.190;-0.096;-1.006;0.299
154.200;-0.095;-1.006;0.294
154.210;-0.090;-1.002;0.297
154.220;-0.080;-1.006;0.296
154.230;-0.068;-1.004;0.301
154.240;-0.069;-1.001;0.304
154.250;-0.070;-1.003;0.300
154.260;-0.074;-1.010;0.296
154.270;-0.085;-1.017;0.297
154.280;-0.091;-1.021;0.300
154.290;-0.093;-1.020;0.302
154.300;-0.095;-1.018;0.304
154.310;-0.093;-1.013;0.307
154.320;-0.093;-1.015;0.307
154.330;-0.094;-1.017;0.300
154.340;-0.100;-1.015;0.299
154.350;-0.097;-1.007;0.296
154.360;-0.092;-0.995;0.298
154.370;-0.092;-0.983;0.304
154.380;-0.099;-0.976;0.302
154.390;-0.100;-0.983;0.299
154.400;-0.108;-1.006;0.292
154.410;-0.115;-1.022;0.295
154.420;-0.117;-1.020;0.300
154.430;-0.108;-1.010;0.301
154.440;-0.101;-1.006;0.299
154.450;-0.103;-1.010;0.297
154.460;-0.110;-1.010;0.292
154.470;-0.117;-1.013;0.289
154.480;-0.120;-1.009;0.288
154.490;-0.116;-1.003;0.290
154.500;-0.102;-1.004;0.297
154.510;-0.095;-1.008;0.298
154.520;-0.093;-1.008;0.292
154.530;-0.093;-1.009;0.287
154.540;-0.096;-1.013;0.289
154.550;-0.093;-1.006;0.298
154.560;-0.090;-0.991;0.301
154.570;-0.090;-0.980;0.296
154.580;-0.094;-0.978;0.289
154.590;-0.100;-0.981;0.287
154.600;-0.101;-0.988;0.288
154.610;-0.100;-0.995;0.289
154.620;-0.103;-1.000;0.289
154.630;-0.109;-1.007;0.293
154.640;-0.112;-1.020;0.298
154.650;-0.110;-1.030;0.295
154.660;-0.116;-1.035;0.300
154.670;-0.125;-1.033;0.303
154.680;-0.122;-1.027;0.299
154.690;-0.117;-1.022;0.299
154.700;-0.116;-1.015;0.297
154.710;-0.106;-1.007;0.292
154.720;-0.095;-1.009;0.295
154.730;-0.093;-1.010;0.302
154.740;-0.093;-1.003;0.295
154.750;-0.096;-0.997;0.296
154.760;-0.098;-1.000;0.300
154.770;-0.106;-1.006;0.297
154.780;-0.116;-1.011;0.292
154.790;-0.123;-1.009;0.289
154.800;-0.129;-1.000;0.280
154.810;-0.127;-0.998;0.278
154.820;-0.116;-0.998;0.279
154.830;-0.101;-0.996;0.286
154.840;-0.083;-0.999;0.291
154.850;-0.067;-0.999;0.290
154.860;-0.062;-1.004;0.292
154.870;-0.072;-1.013;0.292
154.880;-0.090;-1.020;0.291
154.890;-0.104;-1.023;0.295
154.900;-0.109;-1.020;0.291
154.910;-0.111;-1.009;0.287
154.920;-0.110;-0.999;0.282
154.930;-0.107;-0.990;0.286
154.940;-0.096;-0.992;0.289
154.950;-0.087;-0.996;0.289
154.960;-0.084;-1.004;0.290
154.970;-0.085;-1.012;0.288
154.980;-0.089;-1.013;0.286
154.990;-0.091;-1.010;0.279
155.000;-0.090;-1.010;0.276
155.010;-0.091;-1.013;0.276
155.020;-0.090;-1.017;0.281
155.030;-0.087;-1.017;0.285
155.040;-0.085;-1.013;0.286
155.050;-0.088;-1.012;0.286
155.060;-0.086;-1.012;0.289
155.070;-0.086;-1.017;0.289
155.080;-0.097;-1.023;0.286
155.090;-0.106;-1.026;0.283
155.100;-0.107;-1.025;0.284
155.110;-0.111;-1.023;0.292
155.120;-0.112;-1.014;0.297
155.130;-0.107;-1.011;0.298
155.140;-0.109;-1.005;0.295
155.150;-0.113;-1.003;0.292
155.160;-0.114;-1.001;0.291
155.170;-0.113;-1.000;0.292
155.180;-0.113;-0.999;0.292
155.190;-0.112;-1.003;0.292
155.200;-0.114;-1.006;0.295
155.210;-0.120;-1.006;0.292
155.220;-0.119;-1.002;0.289
155.230;-0.117;-1.002;0.292
155.240;-0.115;-1.006;0.290
155.250;-0.117;-1.006;0.284
155.260;-0.121;-1.006;0.282
155.270;-0.118;-1.006;0.285
155.280;-0.112;-1.006;0.286
155.290;-0.108;-1.006;0.276
155.300;-0.112;-1.008;0.275
155.310;-0.114;-1.010;0.276
155.320;-0.112;-1.013;0.275
155.330;-0.112;-1.017;0.270
155.340;-0.110;-1.017;0.268
155.350;-0.107;-1.019;0.269
155.360;-0.105;-1.016;0.270
155.370;-0.100;-1.011;0.274
155.380;-0.096;-1.003;0.273
155.390;-0.096;-1.002;0.269
155.400;-0.095;-1.007;0.271
155.410;-0.099;-1.010;0.271
155.420;-0.100;-1.007;0.276
155.430;-0.100;-1.005;0.278
155.440;-0.100;-1.001;0.274
155.450;-0.095;-1.000;0.276
155.460;-0.094;-1.004;0.276
155.470;-0.096;-1.006;0.282
155.480;-0.095;-1.008;0.281
155.490;-0.097;-1.011;0.282
155.500;-0.095;-1.011;0.285
155.510;-0.093;-1.013;0.285
155.520;-0.096;-1.015;0.288
155.530;-0.094;-1.019;0.290
155.540;-0.091;-1.019;0.286
155.550;-0.087;-1.020;0.289
155.560;-0.088;-1.019;0.291
155.570;-0.092;-1.017;0.292
155.580;-0.091;-1.015;0.289
155.590;-0.090;-1.014;0.290
155.600;-0.089;-1.011;0.292
155.610;-0.091;-1.011;0.290
155.620;-0.089;-1.012;0.289
155.630;-0.086;-1.012;0.292
155.640;-0.092;-1.010;0.290
155.650;-0.093;-1.013;0.293
155.660;-0.093;-1.013;0.291
155.670;-0.096;-1.013;0.289
155.680;-0.099;-1.009;0.284
155.690;-0.101;-1.009;0.280
155.700;-0.102;-1.015;0.284
155.710;-0.104;-1.023;0.285
155.720;-0.103;-1.020;0.286
155.730;-0.101;-1.014;0.284
155.740;-0.100;-1.007;0.282
155.750;-0.102;-1.005;0.278
155.760;-0.102;-1.009;0.280
155.770;-0.097;-1.014;0.282
155.780;-0.096;-1.013;0.285
155.790;-0.099;-1.015;0.285
155.800;-0.102;-1.016;0.282
155.810;-0.104;-1.017;0.283
155.820;-0.105;-1.018;0.284
155.830;-0.109;-1.014;0.282
155.840;-0.107;-1.014;0.279
155.850;-0.106;-1.016;0.276
155.860;-0.104;-1.017;0.278
155.870;-0.108;-1.015;0.281
155.880;-0.109;-1.012;0.280
155.890;-0.114;-1.012;0.281
155.900;-0.115;-1.011;0.281
155.910;-0.107;-1.009;0.280
155.920;-0.103;-1.013;0.283
155.930;-0.099;-1.016;0.284
155.940;-0.093;-1.016;0.279
155.950;-0.092;-1.015;0.278
155.960;-0.095;-1.009;0.278
155.970;-0.098;-1.008;0.279
155.980;-0.101;-1.008;0.280
155.990;-0.099;-1.008;0.283
156.000;-0.099;-1.011;0.285
156.010;-0.101;-1.013;0.283
156.020;-0.103;-1.015;0.280
156.030;-0.103;-1.016;0.282
156.040;-0.098;-1.013;0.285
156.050;-0.095;-1.013;0.285
156.060;-0.096;-1.012;0.286
156.070;-0.092;-1.015;0.290
156.080;-0.088;-1.015;0.292
156.090;-0.086;-1.012;0.290
156.100;-0.087;-1.010;0.291
156.110;-0.094;-1.008;0.292
156.120;-0.093;-1.006;0.291
156.130;-0.095;-1.010;0.295
156.140;-0.096;-1.008;0.292
156.150;-0.097;-1.009;0.294
156.160;-0.095;-1.011;0.295
156.170;-0.091;-1.009;0.296
156.180;-0.094;-1.011;0.293
156.190;-0.094;-1.010;0.294
156.200;-0.093;-1.007;0.289
156.210;-0.091;-1.008;0.287
156.220;-0.091;-1.015;0.287
156.230;-0.091;-1.018;0.289
156.240;-0.091;-1.016;0.291
156.250;-0.087;-1.011;0.297
156.260;-0.084;-1.004;0.297
156.270;-0.088;-0.997;0.293
156.280;-0.093;-0.997;0.292
156.290;-0.093;-0.997;0.289
156.300;-0.091;-0.998;0.291
156.310;-0.090;-1.005;0.291
156.320;-0.086;-1.009;0.294
156.330;-0.082;-1.012;0.292
156.340;-0.085;-1.012;0.292
156.350;-0.086;-1.012;0.289
156.360;-0.087;-1.012;0.290
156.370;-0.089;-1.009;0.289
156.380;-0.095;-1.008;0.282
156.390;-0.104;-1.011;0.279
156.400;-0.096;-1.011;0.285
156.410;-0.088;-1.009;0.282
156.420;-0.085;-1.006;0.284
156.430;-0.083;-1.011;0.287
156.440;-0.086;-1.009;0.287
156.450;-0.089;-1.005;0.287
156.460;-0.093;-1.004;0.287
156.470;-0.098;-1.000;0.286
156.480;-0.100;-0.999;0.284
156.490;-0.100;-0.999;0.284
156.500;-0.102;-1.001;0.288
156.510;-0.104;-1.003;0.286
156.520;-0.103;-1.006;0.285
156.530;-0.103;-1.007;0.286
156.540;-0.104;-1.008;0.287
156.550;-0.100;-1.010;0.289
156.560;-0.099;-1.008;0.290
156.570;-0.098;-1.008;0.293
156.580;-0.098;-1.009;0.292
156.590;-0.100;-1.007;0.290
156.600;-0.102;-1.004;0.292
156.610;-0.100;-1.003;0.292
156.620;-0.102;-1.003;0.288
156.630;-0.103;-1.008;0.291
156.640;-0.102;-1.012;0.292
156.650;-0.099;-1.011;0.294
156.660;-0.103;-1.009;0.292
156.670;-0.104;-1.011;0.291
156.680;-0.102;-1.011;0.290
156.690;-0.102;-1.009;0.289
156.700;-0.096;-1.010;0.291
156.710;-0.093;-1.008;0.289
156.720;-0.094;-1.009;0.282
156.730;-0.096;-1.013;0.284
156.740;-0.091;-1.020;0.289
156.750;-0.089;-1.022;0.291
156.760;-0.092;-1.015;0.293
156.770;-0.092;-1.005;0.292
156.780;-0.090;-1.004;0.293
156.790;-0.091;-1.005;0.291
156.800;-0.096;-1.010;0.293
156.810;-0.097;-1.013;0.291
156.820;-0.098;-1.008;0.292
156.830;-0.096;-1.008;0.292
156.840;-0.093;-1.010;0.293
156.850;-0.090;-1.010;0.292
156.860;-0.089;-1.013;0.295
156.870;-0.085;-1.015;0.297
156.880;-0.088;-1.017;0.295
156.890;-0.092;-1.014;0.291
156.900;-0.092;-1.016;0.287
156.910;-0.090;-1.020;0.291
156.920;-0.093;-1.021;0.290
156.930;-0.095;-1.013;0.289
156.940;-0.095;-1.007;0.286
156.950;-0.093;-1.004;0.289
156.960;-0.094;-1.006;0.294
156.970;-0.095;-1.008;0.293
156.980;-0.094;-1.007;0.294
156.990;-0.095;-1.002;0.293
157.000;-0.096;-0.998;0.293
157.010;-0.093;-1.004;0.294
157.020;-0.090;-1.007;0.294
157.030;-0.089;-1.010;0.294
157.040;-0.094;-1.010;0.295
157.050;-0.095;-1.011;0.295
157.060;-0.093;-1.010;0.293
157.070;-0.090;-1.007;0.294
157.080;-0.087;-1.005;0.293
157.090;-0.085;-1.001;0.289
157.100;-0.086;-1.006;0.291
157.110;-0.088;-1.005;0.292
157.120;-0.086;-1.002;0.288
157.130;-0.086;-1.006;0.289
157.140;-0.081;-1.009;0.293
157.150;-0.083;-1.011;0.294
157.160;-0.084;-1.010;0.293
157.170;-0.083;-1.008;0.292
157.180;-0.081;-1.011;0.288
157.190;-0.080;-1.013;0.291
157.200;-0.082;-1.011;0.291
157.210;-0.084;-1.009;0.293
157.220;-0.083;-1.009;0.295
157.230;-0.083;-1.009;0.294
157.240;-0.085;-1.006;0.291
157.250;-0.082;-1.008;0.293
157.260;-0.076;-1.013;0.300
157.270;-0.073;-1.005;0.298
157.280;-0.075;-0.997;0.295
157.290;-0.080;-0.992;0.292
157.300;-0.080;-0.995;0.292
157.310;-0.079;-1.002;0.291
157.320;-0.083;-1.006;0.292
157.330;-0.087;-1.012;0.287
157.340;-0.091;-1.014;0.285
157.350;-0.089;-1.019;0.286
157.360;-0.089;-1.023;0.290
157.370;-0.092;-1.024;0.291
157.380;-0.096;-1.021;0.287
157.390;-0.095;-1.014;0.289
157.400;-0.090;-1.009;0.290
157.410;-0.088;-1.007;0.292
157.420;-0.091;-1.005;0.290
157.430;-0.090;-0.999;0.286
157.440;-0.092;-0.997;0.287
157.450;-0.092;-0.999;0.289
157.460;-0.088;-1.003;0.291
157.470;-0.091;-1.011;0.293
157.480;-0.097;-1.015;0.291
157.490;-0.103;-1.013;0.289
157.500;-0.104;-1.010;0.291
157.510;-0.102;-1.010;0.290
157.520;-0.101;-1.015;0.290
157.530;-0.102;-1.015;0.291
157.540;-0.102;-1.013;0.290
157.550;-0.098;-1.012;0.292
157.560;-0.089;-1.012;0.298
157.570;-0.091;-1.012;0.296
157.580;-0.093;-1.013;0.293
157.590;-0.092;-1.011;0.293
157.600;-0.091;-1.007;0.295
157.610;-0.093;-1.004;0.291
157.620;-0.100;-1.002;0.291
157.630;-0.097;-1.001;0.294
157.640;-0.099;-1.002;0.292
157.650;-0.102;-1.006;0.286
157.660;-0.099;-1.009;0.288
157.670;-0.091;-1.011;0.289
157.680;-0.086;-1.013;0.284
157.690;-0.090;-1.017;0.281
157.700;-0.093;-1.022;0.283
157.710;-0.094;-1.021;0.289
157.720;-0.094;-1.020;0.292
157.730;-0.096;-1.015;0.290
157.740;-0.098;-1.009;0.286
157.750;-0.097;-1.004;0.283
157.760;-0.093;-1.008;0.282
157.770;-0.090;-1.011;0.283
157.780;-0.084;-1.009;0.291
157.790;-0.079;-1.005;0.294
157.800;-0.080;-0.997;0.294
157.810;-0.083;-0.994;0.288
157.820;-0.086;-1.001;0.286
157.830;-0.091;-1.006;0.284
157.840;-0.095;-1.007;0.286
157.850;-0.096;-1.008;0.283
157.860;-0.093;-1.010;0.280
157.870;-0.088;-1.014;0.285
157.880;-0.084;-1.019;0.285
157.890;-0.083;-1.018;0.286
157.900;-0.085;-1.015;0.285
157.910;-0.085;-1.010;0.280
157.920;-0.078;-1.010;0.283
157.930;-0.078;-1.008;0.283
157.940;-0.080;-1.008;0.283
157.950;-0.082;-1.011;0.285
157.960;-0.084;-1.015;0.288
157.970;-0.085;-1.014;0.287
157.980;-0.086;-1.011;0.284
157.990;-0.089;-1.011;0.284
158.000;-0.093;-1.009;0.285
158.010;-0.101;-1.005;0.286
158.020;-0.102;-1.009;0.290
158.030;-0.095;-1.014;0.292
158.040;-0.091;-1.013;0.292
158.050;-0.093;-1.015;0.292
158.060;-0.094;-1.014;0.286
158.070;-0.094;-1.006;0.278
158.080;-0.098;-0.999;0.286
158.090;-0.097;-1.001;0.291
158.100;-0.094;-1.007;0.292
158.110;-0.092;-1.012;0.292
158.120;-0.092;-1.016;0.290
158.130;-0.094;-1.015;0.287
158.140;-0.097;-1.015;0.284
158.150;-0.102;-1.013;0.280
158.160;-0.098;-1.013;0.283
158.170;-0.099;-1.013;0.284
158.180;-0.097;-1.012;0.285
158.190;-0.093;-1.011;0.283
158.200;-0.091;-1.009;0.280
158.210;-0.094;-1.005;0.281
158.220;-0.096;-1.005;0.279
158.230;-0.095;-1.010;0.282
158.240;-0.095;-1.014;0.283
158.250;-0.092;-1.014;0.284
158.260;-0.094;-1.016;0.283
158.270;-0.090;-1.015;0.282
158.280;-0.090;-1.011;0.281
158.290;-0.096;-1.008;0.274
158.300;-0.099;-1.011;0.273
158.310;-0.095;-1.020;0.281
158.320;-0.089;-1.021;0.286
158.330;-0.088;-1.016;0.288
158.340;-0.094;-1.005;0.287
158.350;-0.097;-1.000;0.285
158.360;-0.096;-1.002;0.287
158.370;-0.091;-1.005;0.287
158.380;-0.091;-1.006;0.282
158.390;-0.094;-1.005;0.283
158.400;-0.088;-1.008;0.286
158.410;-0.089;-1.015;0.287
158.420;-0.092;-1.023;0.281
158.430;-0.098;-1.024;0.282
158.440;-0.092;-1.020;0.288
158.450;-0.088;-1.017;0.288
158.460;-0.084;-1.014;0.291
158.470;-0.085;-1.010;0.287
158.480;-0.088;-1.009;0.284
158.490;-0.086;-1.013;0.288
158.500;-0.086;-1.012;0.290
158.510;-0.095;-1.008;0.284
158.520;-0.099;-1.007;0.284
158.530;-0.095;-1.012;0.293
158.540;-0.094;-1.013;0.295
158.550;-0.093;-1.014;0.290
158.560;-0.093;-1.012;0.288
158.570;-0.090;-1.007;0.289
158.580;-0.088;-1.011;0.290
158.590;-0.088;-1.015;0.289
158.600;-0.096;-1.014;0.284
158.610;-0.099;-1.010;0.283
158.620;-0.093;-1.013;0.291
158.630;-0.089;-1.015;0.295
158.640;-0.094;-1.017;0.293
158.650;-0.100;-1.015;0.290
158.660;-0.101;-1.007;0.289
158.670;-0.097;-1.003;0.290
158.680;-0.088;-1.005;0.290
158.690;-0.090;-1.007;0.285
158.700;-0.096;-1.007;0.291
158.710;-0.091;-1.008;0.295
158.720;-0.088;-1.011;0.298
158.730;-0.089;-1.015;0.293
158.740;-0.095;-1.014;0.288
158.750;-0.097;-1.013;0.289
158.760;-0.095;-1.008;0.290
158.770;-0.087;-1.006;0.289
158.780;-0.086;-1.010;0.290
158.790;-0.083;-1.011;0.292
158.800;-0.082;-1.016;0.294
158.810;-0.083;-1.012;0.293
158.820;-0.092;-1.008;0.291
158.830;-0.096;-1.005;0.290
158.840;-0.102;-1.010;0.291
158.850;-0.104;-1.011;0.291
158.860;-0.103;-1.009;0.295
158.870;-0.095;-1.009;0.292
158.880;-0.085;-1.015;0.290
158.890;-0.085;-1.021;0.291
158.900;-0.085;-1.018;0.295
158.910;-0.085;-1.007;0.295
158.920;-0.086;-1.000;0.293
158.930;-0.090;-1.000;0.293
158.940;-0.093;-1.004;0.292
158.950;-0.095;-1.007;0.293
158.960;-0.097;-1.009;0.292
158.970;-0.095;-1.011;0.289
158.980;-0.094;-1.013;0.289
158.990;-0.098;-1.012;0.292
159.000;-0.098;-1.009;0.291
159.010;-0.092;-1.010;0.294
159.020;-0.090;-1.011;0.293
159.030;-0.096;-1.010;0.289
159.040;-0.100;-1.008;0.286
159.050;-0.099;-1.006;0.286
159.060;-0.094;-1.011;0.292
159.070;-0.095;-1.011;0.292
159.080;-0.099;-1.010;0.291
159.090;-0.098;-1.008;0.292
159.100;-0.093;-1.010;0.292
159.110;-0.086;-1.011;0.292
159.120;-0.085;-1.011;0.291
159.130;-0.098;-1.000;0.284
159.140;-0.105;-0.999;0.283
159.150;-0.099;-1.006;0.291
159.160;-0.096;-1.008;0.293
159.170;-0.100;-1.009;0.291
159.180;-0.107;-1.010;0.286
159.190;-0.106;-1.009;0.288
159.200;-0.104;-1.007;0.296
159.210;-0.098;-1.004;0.297
159.220;-0.093;-1.003;0.296
159.230;-0.094;-1.004;0.294
159.240;-0.094;-1.004;0.298
159.250;-0.091;-1.008;0.296
159.260;-0.092;-1.008;0.299
159.270;-0.091;-1.011;0.292
159.280;-0.094;-1.012;0.292
159.290;-0.095;-1.011;0.294
159.300;-0.092;-1.011;0.295
159.310;-0.091;-1.012;0.290
159.320;-0.099;-1.010;0.289
159.330;-0.102;-1.007;0.293
159.340;-0.099;-1.006;0.295
159.350;-0.095;-1.004;0.299
159.360;-0.098;-1.003;0.292
159.370;-0.099;-0.999;0.290
159.380;-0.094;-1.000;0.295
159.390;-0.085;-1.005;0.296
159.400;-0.084;-1.010;0.295
159.410;-0.090;-1.009;0.292
159.420;-0.093;-1.011;0.292
159.430;-0.096;-1.012;0.294
159.440;-0.096;-1.012;0.294
159.450;-0.098;-1.009;0.290
159.460;-0.102;-1.003;0.285
159.470;-0.102;-1.005;0.288
159.480;-0.095;-1.010;0.288
159.490;-0.097;-1.011;0.289
159.500;-0.101;-1.011;0.290
159.510;-0.102;-1.002;0.291
159.520;-0.100;-0.997;0.294
159.530;-0.097;-0.997;0.294
159.540;-0.098;-0.998;0.292
159.550;-0.096;-1.004;0.292
159.560;-0.094;-1.010;0.295
159.570;-0.092;-1.009;0.293
159.580;-0.097;-1.011;0.291
159.590;-0.101;-1.008;0.291
159.600;-0.099;-1.010;0.295
159.610;-0.098;-1.012;0.294
159.620;-0.102;-1.010;0.292
159.630;-0.101;-1.010;0.291
159.640;-0.100;-1.012;0.292
159.650;-0.102;-1.011;0.295
159.660;-0.102;-1.014;0.291
159.670;-0.103;-1.011;0.291
159.680;-0.098;-1.006;0.292
159.690;-0.092;-1.005;0.295
159.700;-0.090;-1.009;0.295
159.710;-0.091;-1.011;0.291
159.720;-0.096;-1.008;0.292
159.730;-0.096;-1.003;0.298
159.740;-0.097;-1.002;0.296
159.750;-0.100;-1.001;0.294
159.760;-0.106;-1.003;0.291
159.770;-0.107;-1.005;0.293
159.780;-0.102;-1.011;0.297
159.790;-0.098;-1.013;0.300
159.800;-0.105;-1.012;0.296
159.810;-0.105;-1.007;0.293
159.820;-0.098;-1.007;0.298
159.830;-0.093;-1.011;0.299
159.840;-0.093;-1.010;0.295
159.850;-0.096;-1.008;0.294
159.860;-0.099;-1.010;0.296
159.870;-0.098;-1.009;0.295
159.880;-0.094;-1.008;0.295
159.890;-0.098;-1.007;0.295
159.900;-0.100;-1.008;0.291
159.910;-0.102;-1.004;0.291
159.920;-0.102;-1.006;0.290
159.930;-0.097;-1.005;0.288
159.940;-0.098;-1.005;0.288
159.950;-0.099;-1.006;0.290
159.960;-0.094;-1.007;0.289
159.970;-0.092;-1.008;0.289
159.980;-0.091;-1.009;0.285
159.990;-0.093;-1.007;0.282
160.000;-0.092;-1.007;0.281
160.010;-0.089;-1.010;0.282
160.020;-0.088;-1.012;0.284
160.030;-0.078;-1.012;0.285
160.040;-0.062;-1.020;0.288
160.050;-0.055;-1.032;0.279
160.060;-0.047;-1.031;0.269
160.070;-0.041;-1.026;0.278
160.080;-0.034;-1.011;0.286
160.090;-0.026;-0.998;0.288
160.100;-0.019;-0.988;0.286
160.110;-0.016;-0.979;0.287
160.120;-0.017;-0.978;0.295
160.130;-0.008;-0.979;0.323
160.140;0.020;-0.971;0.360
160.150;0.066;-0.950;0.406
160.160;0.078;-0.945;0.487
160.170;0.005;-0.943;0.561
160.180;-0.062;-0.953;0.598
160.190;-0.075;-1.026;0.659
160.200;-0.062;-1.082;0.807
160.210;-0.058;-1.070;1.040
160.220;-0.020;-1.083;1.348
160.230;0.063;-1.161;1.609
160.240;0.148;-1.253;1.747
160.250;0.173;-1.330;1.843
160.260;0.100;-1.397;1.961
160.270;-0.056;-1.461;2.104
160.280;-0.145;-1.526;2.180
160.290;-0.106;-1.622;2.198
160.300;-0.019;-1.751;2.197
160.310;0.069;-1.890;2.194
160.320;0.174;-2.051;2.226
160.330;0.292;-2.230;2.262
160.340;0.392;-2.385;2.284
160.350;0.454;-2.522;2.283
160.360;0.523;-2.653;2.177
160.370;0.603;-2.799;1.985
160.380;0.646;-2.930;1.704
160.390;0.632;-2.961;1.421
160.400;0.602;-2.916;1.335
160.410;0.657;-2.783;1.349
160.420;0.783;-2.625;1.284
160.430;0.877;-2.562;1.116
160.440;0.871;-2.550;0.949
160.450;0.786;-2.521;0.900
160.460;0.705;-2.456;0.926
160.470;0.667;-2.396;0.920
160.480;0.667;-2.346;0.846
160.490;0.617;-2.288;0.709
160.500;0.497;-2.213;0.539
160.510;0.325;-2.112;0.419
160.520;0.126;-1.992;0.329
160.530;-0.028;-1.843;0.233
160.540;-0.131;-1.702;0.147
160.550;-0.188;-1.576;0.084
160.560;-0.188;-1.429;0.010
160.570;-0.148;-1.273;-0.027
160.580;-0.108;-1.157;-0.033
160.590;-0.097;-1.067;-0.059
160.600;-0.122;-0.986;-0.107
160.610;-0.173;-0.891;-0.168
160.620;-0.230;-0.770;-0.265
