elapsed (s);x-axis (g);y-axis (g);z-axis (g)
231.180;-0.015;-1.003;0.301
231.190;-0.015;-1.000;0.303
231.200;-0.017;-1.002;0.303
231.210;-0.015;-1.005;0.304
231.220;-0.014;-1.008;0.304
231.230;-0.015;-1.004;0.300
231.240;-0.009;-1.007;0.298
231.250;-0.009;-1.014;0.302
231.260;-0.013;-1.015;0.305
231.270;-0.009;-1.014;0.303
231.280;-0.006;-1.011;0.306
231.290;0.001;-1.004;0.319
231.300;-0.005;-0.997;0.313
231.310;-0.022;-0.992;0.306
231.320;-0.035;-1.000;0.303
231.330;-0.034;-1.006;0.303
231.340;-0.030;-1.006;0.305
231.350;-0.021;-1.011;0.310
231.360;-0.014;-1.014;0.311
231.370;-0.009;-1.017;0.307
231.380;-0.011;-1.019;0.308
231.390;-0.014;-1.017;0.309
231.400;-0.015;-1.012;0.306
231.410;-0.019;-1.012;0.302
231.420;-0.019;-1.011;0.298
231.430;-0.012;-1.011;0.299
231.440;-0.006;-1.008;0.304
231.450;-0.010;-1.009;0.306
231.460;-0.013;-1.004;0.299
231.470;-0.018;-1.002;0.297
231.480;-0.020;-1.004;0.300
231.490;-0.025;-1.008;0.303
231.500;-0.030;-1.007;0.303
231.510;-0.032;-1.005;0.299
231.520;-0.031;-1.006;0.298
231.530;-0.027;-1.005;0.298
231.540;-0.024;-1.002;0.300
231.550;-0.017;-1.005;0.301
231.560;-0.015;-1.007;0.301
231.570;-0.015;-1.005;0.302
231.580;-0.018;-1.006;0.306
231.590;-0.020;-1.006;0.306
231.600;-0.023;-1.008;0.302
231.610;-0.027;-1.009;0.308
231.620;-0.032;-1.008;0.311
231.630;-0.033;-1.004;0.309
231.640;-0.029;-1.003;0.307
231.650;-0.024;-1.003;0.308
231.660;-0.018;-1.003;0.305
231.670;-0.017;-1.004;0.306
231.680;-0.015;-1.008;0.307
231.690;-0.019;-1.008;0.310
231.700;-0.023;-1.009;0.312
231.710;-0.026;-1.008;0.307
231.720;-0.025;-1.005;0.306
231.730;-0.021;-1.006;0.308
231.740;-0.017;-1.004;0.308
231.750;-0.016;-1.003;0.307
231.760;-0.017;-1.003;0.305
231.770;-0.019;-1.004;0.307
231.780;-0.021;-1.005;0.304
231.790;-0.024;-1.004;0.298
231.800;-0.026;-1.011;0.298
231.810;-0.022;-1.015;0.303
231.820;-0.017;-1.016;0.302
231.830;-0.018;-1.004;0.306
231.840;-0.013;-0.992;0.308
231.850;-0.010;-0.988;0.306
231.860;-0.011;-0.993;0.305
231.870;-0.017;-0.997;0.301
231.880;-0.018;-0.999;0.300
231.890;-0.018;-1.006;0.302
231.900;-0.015;-1.014;0.309
231.910;-0.014;-1.016;0.307
231.920;-0.016;-1.017;0.302
231.930;-0.019;-1.016;0.300
231.940;-0.013;-1.011;0.306
231.950;-0.010;-1.011;0.307
231.960;-0.016;-1.008;0.303
231.970;-0.022;-1.004;0.302
231.980;-0.024;-1.006;0.300
231.990;-0.021;-1.007;0.292
232.000;-0.015;-1.004;0.293
232.010;-0.006;-1.003;0.304
232.020;-0.004;-1.007;0.313
232.030;-0.013;-1.012;0.314
232.040;-0.016;-1.011;0.305
232.050;-0.016;-1.006;0.299
232.060;-0.016;-0.995;0.294
232.070;-0.014;-0.995;0.306
232.080;-0.016;-1.004;0.310
232.090;-0.022;-1.009;0.307
232.100;-0.031;-1.008;0.304
232.110;-0.025;-1.008;0.305
232.120;-0.017;-1.007;0.308
232.130;-0.012;-1.005;0.303
232.140;-0.012;-1.004;0.298
232.150;-0.013;-1.008;0.301
232.160;-0.009;-1.011;0.305
232.170;-0.006;-1.009;0.306
232.180;-0.010;-1.010;0.309
232.190;-0.015;-1.009;0.307
232.200;-0.021;-1.010;0.300
232.210;-0.024;-1.006;0.298
232.220;-0.025;-1.006;0.300
232.230;-0.021;-1.007;0.298
232.240;-0.020;-1.009;0.295
232.250;-0.024;-1.007;0.287
232.260;-0.025;-1.007;0.290
232.270;-0.018;-1.013;0.299
232.280;-0.016;-1.011;0.303
232.290;-0.019;-1.008;0.306
232.300;-0.023;-1.008;0.305
232.310;-0.026;-1.007;0.300
232.320;-0.023;-1.001;0.294
232.330;-0.024;-1.001;0.294
232.340;-0.023;-1.008;0.289
232.350;-0.026;-1.017;0.287
232.360;-0.021;-1.024;0.295
232.370;-0.021;-1.019;0.302
232.380;-0.023;-1.007;0.304
232.390;-0.028;-1.002;0.299
232.400;-0.027;-0.997;0.300
232.410;-0.027;-0.998;0.297
232.420;-0.023;-0.997;0.295
232.430;-0.018;-1.000;0.296
232.440;-0.016;-1.008;0.294
232.450;-0.020;-1.009;0.298
232.460;-0.027;-1.009;0.302
232.470;-0.035;-1.009;0.295
232.480;-0.033;-1.012;0.298
232.490;-0.030;-1.015;0.303
232.500;-0.027;-1.017;0.302
232.510;-0.021;-1.013;0.299
232.520;-0.017;-1.014;0.297
232.530;-0.010;-1.011;0.299
232.540;-0.009;-1.007;0.300
232.550;-0.010;-1.009;0.303
232.560;-0.019;-1.010;0.301
232.570;-0.026;-1.012;0.301
232.580;-0.031;-1.012;0.298
232.590;-0.030;-1.010;0.306
232.600;-0.024;-1.007;0.306
232.610;-0.026;-1.004;0.298
232.620;-0.024;-1.005;0.299
232.630;-0.017;-1.010;0.301
232.640;-0.018;-1.010;0.305
232.650;-0.022;-1.008;0.304
232.660;-0.021;-1.010;0.308
232.670;-0.024;-1.016;0.307
232.680;-0.026;-1.014;0.304
232.690;-0.025;-1.011;0.301
232.700;-0.024;-1.010;0.303
232.710;-0.021;-1.007;0.299
232.720;-0.022;-1.004;0.301
232.730;-0.022;-1.000;0.303
232.740;-0.023;-1.001;0.302
232.750;-0.024;-1.003;0.297
232.760;-0.025;-1.012;0.297
232.770;-0.029;-1.016;0.302
232.780;-0.033;-1.013;0.302
232.790;-0.029;-1.008;0.301
232.800;-0.026;-1.007;0.297
232.810;-0.021;-1.006;0.294
232.820;-0.018;-1.007;0.292
232.830;-0.016;-1.005;0.294
232.840;-0.012;-1.007;0.296
232.850;-0.011;-1.011;0.297
232.860;-0.017;-1.011;0.293
232.870;-0.026;-1.011;0.292
232.880;-0.029;-1.013;0.292
232.890;-0.027;-1.018;0.298
232.900;-0.021;-1.015;0.300
232.910;-0.021;-1.009;0.297
232.920;-0.021;-0.996;0.301
232.930;-0.015;-0.992;0.299
232.940;-0.014;-0.996;0.292
232.950;-0.021;-1.003;0.292
232.960;-0.028;-1.007;0.297
232.970;-0.031;-1.005;0.301
232.980;-0.030;-1.005;0.302
232.990;-0.030;-1.009;0.298
233.000;-0.022;-1.017;0.294
233.010;-0.024;-1.019;0.298
233.020;-0.024;-1.012;0.302
233.030;-0.030;-1.009;0.298
233.040;-0.036;-1.006;0.294
233.050;-0.028;-1.005;0.296
233.060;-0.020;-1.013;0.302
233.070;-0.025;-1.011;0.304
233.080;-0.036;-1.002;0.297
233.090;-0.033;-1.006;0.297
233.100;-0.024;-1.015;0.305
233.110;-0.027;-1.012;0.305
233.120;-0.035;-1.003;0.301
233.130;-0.039;-0.998;0.299
233.140;-0.029;-1.000;0.303
233.150;-0.024;-1.007;0.306
233.160;-0.033;-1.008;0.302
233.170;-0.037;-1.005;0.293
233.180;-0.032;-1.008;0.299
233.190;-0.026;-1.012;0.298
233.200;-0.033;-1.010;0.297
233.210;-0.037;-1.010;0.294
233.220;-0.029;-1.011;0.300
233.230;-0.025;-1.007;0.302
233.240;-0.028;-0.999;0.297
233.250;-0.026;-1.000;0.305
233.260;-0.020;-1.005;0.306
233.270;-0.018;-1.010;0.302
233.280;-0.025;-1.008;0.295
233.290;-0.027;-1.009;0.295
233.300;-0.025;-1.012;0.303
233.310;-0.038;-1.008;0.302
233.320;-0.052;-1.003;0.294
233.330;-0.052;-1.009;0.294
233.340;-0.047;-1.010;0.293
233.350;-0.039;-1.004;0.292
233.360;-0.026;-1.002;0.292
233.370;-0.014;-1.004;0.297
233.380;0.001;-1.007;0.296
233.390;0.012;-1.007;0.300
233.400;0.003;-1.002;0.294
233.410;-0.017;-1.008;0.295
233.420;-0.019;-1.021;0.299
233.430;-0.011;-1.021;0.302
233.440;-0.017;-1.014;0.296
233.450;-0.029;-1.003;0.294
233.460;-0.027;-0.999;0.304
233.470;-0.031;-0.998;0.306
233.480;-0.042;-0.996;0.295
233.490;-0.045;-0.996;0.291
233.500;-0.036;-1.004;0.299
233.510;-0.025;-1.005;0.304
233.520;-0.025;-1.000;0.304
233.530;-0.026;-1.002;0.299
233.540;-0.019;-1.011;0.308
233.550;-0.011;-1.019;0.314
233.560;-0.017;-1.017;0.310
233.570;-0.023;-1.017;0.305
233.580;-0.024;-1.015;0.303
233.590;-0.019;-1.016;0.304
233.600;-0.019;-1.020;0.304
233.610;-0.023;-1.011;0.300
233.620;-0.022;-1.008;0.304
233.630;-0.019;-1.013;0.309
233.640;-0.021;-1.008;0.309
233.650;-0.031;-1.003;0.305
233.660;-0.038;-1.001;0.308
233.670;-0.038;-0.998;0.307
233.680;-0.036;-0.999;0.306
233.690;-0.033;-1.001;0.302
233.700;-0.028;-1.004;0.306
233.710;-0.022;-1.010;0.306
233.720;-0.024;-1.010;0.299
233.730;-0.025;-1.004;0.308
233.740;-0.025;-1.003;0.310
233.750;-0.026;-1.009;0.311
233.760;-0.036;-1.010;0.301
233.770;-0.043;-1.008;0.295
233.780;-0.039;-1.008;0.293
233.790;-0.039;-1.009;0.292
233.800;-0.036;-1.011;0.291
233.810;-0.030;-1.008;0.293
233.820;-0.023;-1.010;0.298
233.830;-0.021;-1.010;0.297
233.840;-0.021;-1.008;0.296
233.850;-0.020;-1.004;0.296
233.860;-0.018;-1.002;0.292
233.870;-0.014;-1.006;0.293
233.880;-0.015;-1.007;0.292
233.890;-0.019;-1.008;0.290
233.900;-0.017;-1.007;0.296
233.910;-0.016;-1.009;0.300
233.920;-0.019;-1.010;0.296
233.930;-0.023;-1.010;0.288
233.940;-0.026;-1.010;0.287
233.950;-0.026;-1.009;0.296
233.960;-0.024;-1.013;0.301
233.970;-0.024;-1.015;0.298
233.980;-0.026;-1.011;0.296
233.990;-0.029;-1.004;0.295
234.000;-0.026;-0.995;0.298
234.010;-0.024;-0.997;0.304
234.020;-0.032;-1.001;0.300
234.030;-0.039;-1.009;0.298
234.040;-0.034;-1.016;0.297
234.050;-0.026;-1.012;0.302
234.060;-0.018;-1.012;0.305
234.070;-0.017;-1.011;0.302
234.080;-0.019;-1.015;0.301
234.090;-0.021;-1.020;0.304
234.100;-0.024;-1.019;0.304
234.110;-0.031;-1.016;0.301
234.120;-0.040;-1.013;0.296
234.130;-0.043;-1.013;0.297
234.140;-0.045;-1.015;0.297
234.150;-0.049;-1.009;0.293
234.160;-0.044;-1.005;0.293
234.170;-0.029;-1.012;0.302
234.180;-0.019;-1.014;0.306
234.190;-0.021;-1.008;0.303
234.200;-0.026;-1.003;0.297
234.210;-0.017;-1.002;0.295
234.220;-0.013;-1.004;0.297
234.230;-0.012;-1.007;0.298
234.240;-0.015;-1.007;0.298
234.250;-0.019;-1.010;0.295
234.260;-0.023;-1.012;0.289
234.270;-0.032;-1.012;0.292
234.280;-0.037;-1.010;0.298
234.290;-0.038;-1.008;0.296
234.300;-0.039;-1.007;0.288
234.310;-0.034;-1.000;0.285
234.320;-0.020;-1.005;0.292
234.330;-0.017;-1.008;0.298
234.340;-0.025;-1.005;0.294
234.350;-0.027;-1.003;0.292
234.360;-0.020;-1.008;0.292
234.370;-0.014;-1.011;0.294
234.380;-0.014;-1.010;0.295
234.390;-0.021;-1.007;0.290
234.400;-0.021;-1.005;0.292
234.410;-0.014;-1.007;0.295
234.420;-0.013;-1.004;0.295
234.430;-0.024;-1.004;0.293
234.440;-0.029;-1.007;0.293
234.450;-0.023;-1.007;0.292
234.460;-0.019;-1.005;0.291
234.470;-0.019;-1.004;0.291
234.480;-0.020;-1.009;0.288
234.490;-0.020;-1.019;0.295
234.500;-0.021;-1.025;0.299
234.510;-0.028;-1.021;0.296
234.520;-0.029;-1.017;0.300
234.530;-0.023;-1.010;0.302
234.540;-0.026;-1.005;0.301
234.550;-0.031;-1.008;0.297
234.560;-0.026;-1.006;0.297
234.570;-0.021;-1.003;0.305
234.580;-0.012;-1.007;0.311
234.590;-0.019;-1.008;0.308
234.600;-0.033;-1.007;0.301
234.610;-0.031;-1.011;0.302
234.620;-0.028;-1.014;0.307
234.630;-0.034;-1.015;0.305
234.640;-0.042;-1.013;0.302
234.650;-0.043;-1.012;0.300
234.660;-0.033;-1.011;0.300
234.670;-0.027;-1.006;0.306
234.680;-0.026;-1.001;0.308
234.690;-0.027;-1.004;0.301
234.700;-0.026;-1.009;0.296
234.710;-0.020;-1.020;0.297
234.720;-0.014;-1.022;0.307
234.730;-0.016;-1.018;0.309
234.740;-0.030;-1.011;0.305
234.750;-0.037;-1.008;0.306
234.760;-0.039;-1.008;0.302
234.770;-0.036;-1.006;0.304
234.780;-0.034;-1.003;0.302
234.790;-0.030;-1.001;0.301
234.800;-0.026;-1.002;0.303
234.810;-0.026;-1.005;0.301
234.820;-0.027;-1.007;0.300
234.830;-0.030;-1.006;0.301
234.840;-0.022;-1.010;0.303
234.850;-0.016;-1.013;0.308
234.860;-0.020;-1.015;0.308
234.870;-0.027;-1.012;0.302
234.880;-0.024;-1.012;0.298
234.890;-0.020;-1.013;0.297
234.900;-0.023;-1.011;0.295
234.910;-0.031;-1.007;0.292
234.920;-0.031;-1.004;0.298
234.930;-0.032;-1.004;0.300
234.940;-0.032;-1.002;0.302
234.950;-0.031;-1.000;0.299
234.960;-0.031;-0.998;0.292
234.970;-0.024;-0.998;0.293
234.980;-0.020;-1.004;0.299
234.990;-0.018;-1.006;0.298
235.000;-0.021;-1.006;0.297
235.010;-0.026;-1.007;0.294
235.020;-0.026;-1.008;0.292
235.030;-0.024;-1.015;0.294
235.040;-0.024;-1.018;0.294
235.050;-0.027;-1.014;0.297
235.060;-0.026;-1.010;0.299
235.070;-0.029;-1.004;0.303
235.080;-0.031;-0.997;0.303
235.090;-0.033;-0.998;0.302
235.100;-0.027;-1.001;0.298
235.110;-0.021;-1.001;0.298
235.120;-0.019;-1.002;0.305
235.130;-0.021;-1.005;0.307
235.140;-0.021;-1.003;0.308
235.150;-0.023;-1.008;0.310
235.160;-0.026;-1.012;0.307
235.170;-0.031;-1.013;0.303
235.180;-0.034;-1.016;0.299
235.190;-0.033;-1.012;0.301
235.200;-0.029;-1.011;0.301
235.210;-0.029;-1.014;0.302
235.220;-0.027;-1.011;0.303
235.230;-0.027;-1.006;0.304
235.240;-0.028;-1.003;0.302
235.250;-0.030;-1.004;0.306
235.260;-0.030;-1.005;0.308
235.270;-0.028;-1.004;0.305
235.280;-0.028;-0.999;0.306
235.290;-0.026;-0.999;0.304
235.300;-0.027;-1.004;0.304
235.310;-0.027;-1.008;0.304
235.320;-0.030;-1.010;0.301
235.330;-0.036;-1.009;0.302
235.340;-0.036;-1.007;0.302
235.350;-0.031;-1.002;0.301
235.360;-0.026;-1.005;0.305
235.370;-0.027;-1.007;0.304
235.380;-0.028;-1.008;0.302
235.390;-0.027;-1.007;0.303
235.400;-0.024;-1.007;0.303
235.410;-0.022;-1.008;0.300
235.420;-0.021;-1.007;0.300
235.430;-0.024;-1.004;0.305
235.440;-0.028;-1.001;0.302
235.450;-0.031;-1.003;0.299
235.460;-0.028;-0.997;0.301
235.470;-0.025;-1.000;0.303
235.480;-0.027;-1.001;0.301
235.490;-0.028;-1.001;0.298
235.500;-0.027;-1.004;0.301
235.510;-0.030;-1.005;0.299
235.520;-0.027;-1.005;0.299
235.530;-0.027;-1.004;0.302
235.540;-0.031;-1.004;0.300
235.550;-0.034;-1.004;0.295
235.560;-0.037;-1.008;0.294
235.570;-0.030;-1.012;0.299
235.580;-0.028;-1.015;0.305
235.590;-0.032;-1.011;0.302
235.600;-0.034;-1.004;0.304
235.610;-0.036;-0.999;0.300
235.620;-0.034;-1.000;0.300
235.630;-0.029;-1.001;0.301
235.640;-0.030;-1.004;0.301
235.650;-0.031;-1.007;0.300
235.660;-0.025;-1.009;0.301
235.670;-0.021;-1.014;0.306
235.680;-0.022;-1.016;0.306
235.690;-0.033;-1.017;0.307
235.700;-0.043;-1.018;0.303
235.710;-0.048;-1.016;0.303
235.720;-0.046;-1.017;0.301
235.730;-0.046;-1.014;0.297
235.740;-0.047;-1.010;0.299
235.750;-0.044;-1.008;0.300
235.760;-0.040;-1.006;0.299
235.770;-0.036;-1.004;0.302
235.780;-0.033;-1.006;0.309
235.790;-0.035;-1.009;0.309
235.800;-0.037;-1.007;0.310
235.810;-0.037;-1.002;0.305
235.820;-0.037;-0.999;0.300
235.830;-0.034;-1.004;0.301
235.840;-0.024;-1.012;0.305
235.850;-0.025;-1.013;0.303
235.860;-0.032;-1.008;0.301
235.870;-0.039;-1.007;0.304
235.880;-0.032;-1.013;0.309
235.890;-0.037;-1.011;0.307
235.900;-0.042;-1.011;0.304
235.910;-0.044;-1.010;0.303
235.920;-0.040;-1.011;0.296
235.930;-0.031;-1.010;0.295
235.940;-0.027;-1.008;0.301
235.950;-0.028;-1.006;0.304
235.960;-0.029;-1.005;0.306
235.970;-0.034;-1.006;0.301
235.980;-0.041;-1.010;0.295
235.990;-0.037;-1.007;0.299
236.000;-0.034;-1.006;0.304
236.010;-0.029;-1.005;0.300
236.020;-0.033;-1.004;0.289
236.030;-0.034;-1.006;0.289
236.040;-0.028;-1.011;0.300
236.050;-0.026;-1.012;0.307
236.060;-0.038;-1.007;0.304
236.070;-0.043;-1.006;0.294
236.080;-0.040;-1.007;0.290
236.090;-0.031;-1.010;0.288
236.100;-0.023;-1.018;0.292
236.110;-0.020;-1.016;0.302
236.120;-0.021;-1.006;0.307
236.130;-0.033;-0.997;0.299
236.140;-0.036;-0.996;0.300
236.150;-0.031;-1.003;0.304
236.160;-0.034;-1.004;0.303
236.170;-0.038;-1.003;0.297
236.180;-0.033;-1.002;0.298
236.190;-0.022;-1.006;0.302
236.200;-0.020;-1.008;0.303
236.210;-0.025;-1.014;0.302
236.220;-0.034;-1.012;0.295
236.230;-0.037;-1.009;0.293
236.240;-0.030;-1.014;0.299
236.250;-0.027;-1.019;0.302
236.260;-0.030;-1.014;0.303
236.270;-0.033;-1.010;0.298
236.280;-0.028;-1.011;0.298
236.290;-0.024;-1.007;0.295
236.300;-0.026;-1.002;0.296
236.310;-0.027;-1.006;0.302
236.320;-0.025;-1.011;0.301
236.330;-0.029;-1.010;0.301
236.340;-0.033;-1.007;0.298
236.350;-0.035;-1.003;0.298
236.360;-0.032;-1.011;0.303
236.370;-0.031;-1.013;0.302
236.380;-0.029;-1.010;0.302
236.390;-0.026;-1.011;0.298
236.400;-0.030;-1.009;0.300
236.410;-0.030;-1.008;0.305
236.420;-0.036;-1.006;0.308
236.430;-0.042;-1.009;0.304
236.440;-0.049;-1.009;0.298
236.450;-0.047;-1.010;0.298
236.460;-0.041;-1.008;0.297
236.470;-0.034;-1.009;0.301
236.480;-0.028;-1.011;0.303
236.490;-0.025;-1.010;0.302
236.500;-0.030;-1.009;0.297
236.510;-0.031;-1.005;0.300
236.520;-0.025;-1.006;0.303
236.530;-0.024;-1.010;0.299
236.540;-0.033;-1.014;0.294
236.550;-0.036;-1.008;0.293
236.560;-0.032;-1.006;0.293
236.570;-0.026;-1.011;0.299
236.580;-0.027;-1.010;0.295
236.590;-0.033;-1.007;0.291
236.600;-0.042;-1.003;0.286
236.610;-0.040;-1.000;0.287
236.620;-0.035;-1.007;0.296
236.630;-0.031;-1.020;0.301
236.640;-0.036;-1.020;0.295
236.650;-0.035;-1.012;0.295
236.660;-0.027;-1.005;0.301
236.670;-0.020;-0.996;0.303
236.680;-0.018;-1.001;0.297
236.690;-0.024;-1.006;0.287
236.700;-0.034;-1.005;0.291
236.710;-0.029;-1.007;0.298
236.720;-0.024;-1.010;0.309
236.730;-0.034;-1.014;0.308
236.740;-0.041;-1.017;0.297
236.750;-0.042;-1.014;0.299
236.760;-0.040;-1.011;0.300
236.770;-0.035;-1.009;0.301
236.780;-0.031;-1.012;0.298
236.790;-0.031;-1.013;0.294
236.800;-0.028;-1.014;0.296
236.810;-0.026;-1.013;0.303
236.820;-0.024;-1.009;0.306
236.830;-0.027;-1.008;0.299
236.840;-0.029;-1.007;0.304
236.850;-0.032;-1.011;0.308
236.860;-0.032;-1.010;0.307
236.870;-0.034;-1.008;0.303
236.880;-0.039;-1.005;0.297
236.890;-0.037;-1.004;0.294
236.900;-0.037;-1.006;0.292
236.910;-0.035;-1.007;0.292
236.920;-0.033;-1.011;0.297
236.930;-0.030;-1.013;0.297
236.940;-0.032;-1.009;0.296
236.950;-0.034;-1.007;0.303
236.960;-0.032;-1.007;0.303
236.970;-0.034;-1.005;0.301
236.980;-0.036;-1.005;0.296
236.990;-0.037;-1.006;0.294
237.000;-0.034;-1.007;0.295
237.010;-0.027;-1.007;0.296
237.020;-0.029;-1.007;0.296
237.030;-0.032;-1.008;0.297
237.040;-0.035;-1.006;0.288
237.050;-0.036;-1.006;0.288
237.060;-0.032;-1.007;0.297
237.070;-0.031;-1.005;0.301
237.080;-0.034;-1.009;0.298
237.090;-0.035;-1.008;0.295
237.100;-0.032;-1.006;0.291
237.110;-0.028;-1.004;0.297
237.120;-0.024;-1.004;0.302
237.130;-0.028;-1.004;0.300
237.140;-0.038;-1.004;0.292
237.150;-0.036;-1.005;0.292
237.160;-0.026;-1.012;0.299
237.170;-0.026;-1.016;0.302
237.180;-0.039;-1.020;0.293
237.190;-0.040;-1.017;0.296
237.200;-0.029;-1.012;0.307
237.210;-0.022;-0.999;0.309
237.220;-0.024;-0.995;0.301
237.230;-0.029;-1.001;0.293
237.240;-0.030;-1.009;0.298
237.250;-0.027;-1.010;0.301
237.260;-0.029;-1.014;0.306
237.270;-0.033;-1.016;0.305
237.280;-0.036;-1.014;0.300
237.290;-0.027;-1.020;0.305
237.300;-0.027;-1.017;0.307
237.310;-0.036;-1.009;0.307
237.320;-0.044;-1.009;0.301
237.330;-0.043;-1.011;0.297
237.340;-0.037;-1.010;0.300
237.350;-0.029;-1.009;0.306
237.360;-0.030;-1.009;0.303
237.370;-0.039;-1.007;0.297
237.380;-0.040;-1.005;0.294
237.390;-0.028;-1.010;0.296
237.400;-0.021;-1.017;0.299
237.410;-0.030;-1.011;0.295
237.420;-0.043;-1.006;0.288
237.430;-0.041;-1.003;0.288
237.440;-0.034;-1.008;0.288
237.450;-0.033;-1.008;0.294
237.460;-0.040;-1.006;0.289
237.470;-0.046;-1.003;0.284
237.480;-0.044;-1.004;0.284
237.490;-0.038;-1.008;0.289
237.500;-0.039;-1.011;0.292
237.510;-0.040;-1.006;0.285
237.520;-0.037;-1.005;0.282
237.530;-0.023;-1.008;0.291
237.540;-0.016;-1.011;0.296
237.550;-0.023;-1.006;0.297
237.560;-0.028;-1.003;0.297
237.570;-0.030;-1.005;0.294
237.580;-0.032;-1.005;0.292
237.590;-0.028;-1.008;0.298
237.600;-0.034;-1.012;0.304
237.610;-0.044;-1.011;0.297
237.620;-0.049;-1.009;0.288
237.630;-0.042;-1.008;0.289
237.640;-0.029;-1.013;0.298
237.650;-0.027;-1.008;0.300
237.660;-0.028;-1.006;0.304
237.670;-0.026;-1.007;0.306
237.680;-0.023;-1.008;0.302
237.690;-0.024;-1.007;0.295
237.700;-0.020;-1.006;0.297
237.710;-0.019;-1.009;0.302
237.720;-0.028;-1.013;0.298
237.730;-0.037;-1.018;0.295
237.740;-0.040;-1.022;0.298
237.750;-0.037;-1.020;0.301
237.760;-0.036;-1.014;0.304
237.770;-0.034;-1.000;0.298
237.780;-0.032;-0.993;0.301
237.790;-0.028;-1.000;0.303
237.800;-0.031;-1.008;0.302
237.810;-0.031;-1.013;0.299
237.820;-0.028;-1.016;0.293
237.830;-0.019;-1.020;0.296
237.840;-0.018;-1.025;0.304
237.850;-0.025;-1.022;0.301
237.860;-0.030;-1.017;0.300
237.870;-0.035;-1.015;0.296
237.880;-0.037;-1.008;0.296
237.890;-0.033;-1.009;0.297
237.900;-0.034;-1.010;0.294
237.910;-0.036;-1.009;0.295
237.920;-0.033;-1.014;0.287
237.930;-0.036;-1.014;0.291
237.940;-0.033;-1.010;0.296
237.950;-0.032;-1.012;0.299
237.960;-0.036;-1.016;0.301
237.970;-0.039;-1.016;0.300
237.980;-0.039;-1.009;0.292
237.990;-0.034;-0.999;0.290
238.000;-0.024;-1.005;0.294
238.010;-0.020;-1.008;0.297
238.020;-0.029;-1.008;0.294
238.030;-0.036;-1.010;0.286
238.040;-0.037;-1.014;0.287
238.050;-0.030;-1.015;0.299
238.060;-0.032;-1.013;0.301
238.070;-0.041;-1.011;0.295
238.080;-0.043;-1.011;0.294
238.090;-0.037;-1.012;0.297
238.100;-0.029;-1.008;0.299
238.110;-0.031;-1.009;0.292
238.120;-0.038;-1.009;0.286
238.130;-0.039;-1.009;0.289
238.140;-0.032;-1.009;0.298
238.150;-0.035;-1.007;0.299
238.160;-0.040;-1.009;0.295
238.170;-0.038;-1.010;0.293
238.180;-0.035;-1.010;0.294
238.190;-0.036;-1.008;0.293
238.200;-0.035;-1.008;0.288
238.210;-0.031;-1.010;0.291
238.220;-0.024;-1.010;0.296
238.230;-0.023;-1.007;0.295
238.240;-0.033;-1.002;0.291
238.250;-0.034;-1.004;0.292
238.260;-0.028;-1.016;0.297
238.270;-0.029;-1.018;0.301
238.280;-0.033;-1.013;0.296
238.290;-0.035;-1.012;0.292
238.300;-0.024;-1.011;0.298
238.310;-0.021;-1.012;0.299
238.320;-0.030;-1.016;0.292
238.330;-0.042;-1.019;0.292
238.340;-0.040;-1.020;0.297
238.350;-0.032;-1.016;0.303
238.360;-0.034;-1.005;0.303
238.370;-0.045;-1.000;0.297
238.380;-0.049;-1.003;0.292
238.390;-0.044;-1.009;0.295
238.400;-0.037;-1.008;0.298
238.410;-0.036;-1.004;0.298
238.420;-0.035;-1.005;0.298
238.430;-0.032;-1.006;0.298
238.440;-0.031;-1.006;0.297
238.450;-0.027;-1.008;0.298
238.460;-0.030;-1.011;0.302
238.470;-0.036;-1.011;0.296
238.480;-0.038;-1.014;0.292
238.490;-0.037;-1.015;0.290
238.500;-0.034;-1.020;0.294
238.510;-0.037;-1.017;0.293
238.520;-0.036;-1.006;0.295
238.530;-0.031;-1.005;0.301
238.540;-0.031;-1.007;0.300
238.550;-0.032;-1.011;0.299
238.560;-0.036;-1.012;0.300
238.570;-0.038;-1.006;0.297
238.580;-0.036;-1.000;0.298
238.590;-0.032;-1.004;0.298
238.600;-0.034;-1.005;0.298
238.610;-0.038;-1.006;0.300
238.620;-0.038;-1.007;0.298
238.630;-0.033;-1.008;0.298
238.640;-0.034;-1.006;0.301
238.650;-0.035;-1.005;0.299
238.660;-0.037;-1.002;0.297
238.670;-0.037;-1.000;0.297
238.680;-0.034;-1.003;0.299
238.690;-0.031;-1.008;0.299
238.700;-0.033;-1.009;0.298
238.710;-0.032;-1.011;0.299
238.720;-0.031;-1.012;0.298
238.730;-0.029;-1.014;0.297
238.740;-0.034;-1.009;0.295
238.750;-0.035;-1.009;0.294
238.760;-0.034;-1.010;0.299
238.770;-0.033;-1.007;0.299
238.780;-0.032;-1.003;0.297
238.790;-0.034;-1.001;0.295
238.800;-0.031;-1.001;0.298
238.810;-0.032;-1.000;0.296
238.820;-0.029;-1.001;0.292
238.830;-0.028;-1.003;0.297
238.840;-0.024;-1.008;0.299
238.850;-0.029;-1.007;0.298
238.860;-0.039;-1.007;0.301
238.870;-0.041;-1.008;0.302
238.880;-0.042;-1.006;0.300
238.890;-0.041;-1.008;0.297
238.900;-0.044;-1.014;0.293
238.910;-0.039;-1.014;0.295
238.920;-0.033;-1.015;0.296
238.930;-0.028;-1.014;0.296
